variable name,variable explanation,cycle name,variable documentation link,cycle documentation link,cycle dataset link
OHX22CSC,Coronal Caries:  Surface condition #22,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX22CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX21CSC,Coronal Caries:  Surface condition #21,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX21CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX20CSC,Coronal Caries:  Surface condition #20,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX20CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX19CSC,Coronal Caries:  Surface condition #19,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX19CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX18CSC,Coronal Caries:  Surface condition #18,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX18CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX15CSC,Coronal Caries:  Surface condition #15,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX15CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX14CSC,Coronal Caries:  Surface condition #14,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX14CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX13CSC,Coronal Caries:  Surface condition #13,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX13CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX12CSC,Coronal Caries:  Surface condition #12,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX12CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX25CSC,Coronal Caries:  Surface condition #25,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX25CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX11CSC,Coronal Caries:  Surface condition #11,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX11CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX09CSC,Coronal Caries:  Surface condition #9,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX09CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX08CSC,Coronal Caries:  Surface condition #8,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX08CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX07CSC,Coronal Caries:  Surface condition #7,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX07CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX06CSC,Coronal Caries:  Surface condition #6,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX06CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX05CSC,Coronal Caries:  Surface condition #5,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX05CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX04CSC,Coronal Caries:  Surface condition #4,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX04CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX03CSC,Coronal Caries:  Surface condition #3,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX03CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX02CSC,Coronal Caries:  Surface condition #2,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX02CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX31CTC,Coronal Caries: Tooth Count #31,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX31CTC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX30CTC,Coronal Caries: Tooth Count #30,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX30CTC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX29CTC,Coronal Caries: Tooth Count #29,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX29CTC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX10CSC,Coronal Caries:  Surface condition #10,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX10CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX27CTC,Coronal Caries: Tooth Count #27,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX27CTC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX26CSC,Coronal Caries:  Surface condition #26,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX26CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX28CSC,Coronal Caries:  Surface condition #28,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX28CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX11CJP,LOA: Max L(C) DL FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11CJP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX20SE,Dental Sealants:  #20,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX20SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX19SE,Dental Sealants:  #19,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX19SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX18SE,Dental Sealants:  #18,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX18SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX15SE,Dental Sealants:  #15,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX15SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX14SE,Dental Sealants:  #14,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX14SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX13SE,Dental Sealants:  #13,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX13SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX12SE,Dental Sealants:  #12,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX12SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX10SE,Dental Sealants:  #10,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX10SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX07SE,Dental Sealants:  #7,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX07SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX05SE,Dental Sealants:  #5,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX05SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX27CSC,Coronal Caries:  Surface condition #27,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX27CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX04SE,Dental Sealants:  #4,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX04SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX02SE,Dental Sealants:  #2,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX02SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX31CSC,Coronal Caries:  Surface condition #31,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX31CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX30CSC,Coronal Caries:  Surface condition #30,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX30CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX11CJS,LOA: Max L(C) MF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11CJS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11CJM,LOA: Max L(C) MdF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11CJM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11CJD,LOA: Max L(C) DF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11CJD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX10LAA,LOA: Max L(LI) ML calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX10LAA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX10LAL,LOA: Max L(LI) MdL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX10LAL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX10LAP,LOA: Max L(LI) DL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX10LAP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX10LAS,LOA: Max L(LI) MF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX10LAS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX29CSC,Coronal Caries:  Surface condition #29,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX29CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX03SE,Dental Sealants:  #3,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX03SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX19LAM,LOA: Mnd L(1M) MdF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX19LAM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
SSPFHAL,Perfluorohexanoic acid (ng/mL) Comt code,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/SSPFSU_H.htm#SSPFHAL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/SSPFSU_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/SSPFSU_H.xpt
URDTCCLC,Dichlorovnl-dimeth prop carboacid Code,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UPHOPM_H.htm#URDTCCLC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UPHOPM_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UPHOPM_H.xpt
OSQ080,Doctor ever told any other fractures?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ080,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ090a,Fracture result of severe trauma?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ090a,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ100a,Where fracture occurred,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ100a,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSD110a,How old when fracture occurred?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSD110a,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ120a,Any other fractures?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ120a,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ090b,Fracture result of severe trauma?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ090b,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ100b,Where fracture occurred,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ100b,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSD110b,How old when fracture occurred?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSD110b,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ120b,Any other fractures?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ120b,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ090c,Fracture result of severe trauma?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ090c,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
OSQ100c,Where fracture occurred,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ100c,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
URDUURLC,Urinary Uranium comment code,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm#URDUURLC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.xpt
URXUUR,"Uranium, urinary (ug/L)",2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm#URXUUR,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.xpt
OSQ040cc,Under/over 50 when fracd. spine 3rd time,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm#OSQ040cc,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OSQ_H.xpt
URDUTULC,Urinary Tungsten comment code,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm#URDUTULC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.xpt
URDUTLLC,Urinary Thallium comment code,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm#URDUTLLC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.xpt
URXUTL,"Thallium, urine (ug/L)",2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm#URXUTL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.xpt
URDUSRLC,USR comment code,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm#URDUSRLC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UMS_H.xpt
